name,url,lean,score
Anand Giridharadas,/news-source/anand-giridharadas-media-bias,Left,-4.5
Ana Marie Cox,/news-source/ana-marie-cox-media-bias,Lean Left,-2.0
Anchorage Press,/news-source/anchorage-press-media-bias,Center,0.0
Anchorage Daily News,/news-source/anchorage-daily-news,Center,0.0
Anderson Independent-Mail,/news-source/anderson-independent-mail-media-bias,Center,0.0
Anderson Cooper,/news-source/anderson-cooper-media-bias,Lean Left,-2.0
Andrew C. McCarthy,/news-source/andrew-c-mccarthy-media-bias,Right,4.5
Andreas Raduege,/news-source/andreas-raduege-media-bias,Left,-4.5
Andrew Napolitano,/news-source/andrew-napolitano,Right,4.5
Andrew Giuliani,/news-source/andrew-giuliani-media-bias,Lean Right,2.0
Andrew Sullivan,/news-source/andrew-sullivan-media-bias,Lean Right,2.0
Andrew Stuttaford,/news-source/andrew-stuttaford-media-bias,Lean Right,2.0
Andrew Weinzierl,/news-source/andrew-weinzierl-media-bias,Lean Left,-2.0
Andy Gorel,/news-source/andy-gorel-media-bias,Center,0.0
Andrew Yang,/news-source/andrew-yang-media-bias,Lean Left,-2.0
Andy Ngo,/news-source/andy-ngo-media-bias,Lean Right,2.0
Andy Meek,/news-source/andy-meek-media-bias,Lean Left,-2.0
Ann Coulter,/news-source/ann-coulter,Right,4.5
Andy Stanley,/news-source/andy-stanley-media-bias,Center,0.0
Anne Applebaum,/news-source/anne-applebaum-media-bias,Center,0.0
Annafi Wahed,/news-source/annafi-wahed-media-bias,Lean Left,-2.0
Antonio Ferme,/news-source/antonio-ferme-media-bias,Center,0.0
Anthony LaMesa,/news-source/anthony-lamesa-media-bias,Center,0.0
April Gardner,/news-source/april-gardner-media-bias,Center,0.0
Antony Blinken,/news-source/antony-blinken-media-bias,Lean Left,-2.0
Arc Digital,/news-source/arc-digital-media-bias,Center,0.0
Aquinas College Saint,/news-source/aquinas-college-saint,Left,-4.0
Ari Hoffman,/news-source/ari-hoffmann-media-bias,Right,4.5
Argus Leader,/news-source/argus-leader-media-bias,Center,0.0
Arizona Mirror,/news-source/arizona-mirror-media-bias,Center,0.0
Arizona Daily Star: tucson.com,/news-source/arizona-daily-star-tucsoncom-media-bias,Center,0.0
Arkansas Democrat-Gazette,/news-source/arkansas-democrat-gazette,Left,-4.0
Arkadi Gerney,/news-source/arkadi-gerney,Lean Left,-2.0
Asbury Park Press,/news-source/asbury-park-press-media-bias,Center,0.0
Ars Technica,/news-source/ars-technica-media-bias,Center,0.0
Associated Press Fact Check,/news-source/ap-fact-check-media-bias,Lean Left,-4.5
Associated Press,/news-source/associated-press-media-bias,Lean Left,-1.5
Atlanta Black Star,/news-source/atlanta-black-star-media-bias,Lean Left,-2.0
Association for Psychological Science,/news-source/association-psychological-science,Center,0.0
Atlas Network,/news-source/atlas-network,Right,4.5
Atlanta Journal-Constitution,/news-source/atlanta-journal-constitution,Lean Left,-2.0
AtlasOne,/news-source/atlasone,Lean Right,2.0
Attitude Magazine,/news-source/attitude-magazine-media-bias,Lean Left,-2.0
Austin Daily Herald,/news-source/austin-daily-herald-media-bias,Center,0.0
Austin American-Statesman,/news-source/austin-american-statesman,Lean Left,-2.0
Avenue News,/news-source/avenue-news-media-bias,Center,0.0
Avanti Giridharan,/news-source/avanti-giridharan-media-bias,Center,0.0
Axios,/news-source/axios,Lean Left,-1.7
Avoyelles Journal,/news-source/avoyelles-journal-media-bias,Center,0.0
azcentral,/news-source/azcentral-media-bias,Center,0.0
AZ Central,/news-source/az-central-media-bias,Center,0.0
Ballotpedia,/news-source/ballotpedia,Center,0.0
Babylon Bee (Humor),/news-source/babylon-bee-media-bias,Lean Right,2.5
Bangor Daily News,/news-source/bangor-daily-news-media-bias,Lean Left,-2.0
Baltimore Sun,/news-source/baltimore-sun,Center,0.0
Baptist Press,/news-source/baptist-press-media-bias,Center,0.0
Baptist News Global,/news-source/baptist-news-global-media-bias,Lean Left,-2.0
Bari Weiss,/news-source/bari-weiss-media-bias,Center,0.0
Baptist Standard,/news-source/baptist-standard-media-bias,Center,0.0
Barron's,/news-source/barrons-media-bias,Center,0.0
Barnstable Patriot,/news-source/barnstable-patriot,Center,0.0
BBC Fact Check,/news-source/reality-check-bbc-media-bias,Center,-0.3
Bartlesville Examiner-Enterprise,/news-source/bartlesville-examiner-enterprise-media-bias,Center,0.0
Bearing Drift,/news-source/bearing-drift,Right,4.0
BBC News,/news-source/bbc-news-media-bias,Center,-0.8
Beaver County Times,/news-source/beaver-county-times-media-bias,Center,0.0
Beaumont Enterprise,/news-source/beaumont-enterprise-media-bias,Center,0.0
Belleville News-Democrat,/news-source/belleville-news-democrat-media-bias,Center,0.0
Bella Jasper,/news-source/bella-jasper-media-bias,Lean Left,-2.0
Ben Shapiro,/news-source/ben-shapiro,Right,4.5
Ben Sargent (cartoonist),/news-source/ben-sargent-cartoonist,Left,-4.5
Bergen Record (northjersey.com),/news-source/bergen-record-northjerseycom-media-bias,Lean Left,-2.0
Ben Stein,/news-source/ben-stein,Lean Right,2.0
BET,/news-source/bet-media-bias,Lean Left,-2.0
Bernie Goldberg,/news-source/bernie-goldberg-media-bias,Lean Right,2.0
Beth Hicks,/news-source/beth-hicks-media-bias,Right,4.5
Beth Ballentine,/news-source/beth-ballentine,Center,0.0
Beyond Today,/news-source/beyond-today-media-bias,Right,4.0
Better Government Association,/news-source/better-government-association-media-bias,Center,0.0
Biblical Sexology,/news-source/biblical-sexology-media-bias,Right,4.0
Biblical Gender Roles,/news-source/biblical-gender-roles-media-bias,Right,4.0
Billings Gazette,/news-source/billings-gazette-media-bias,Center,0.0
Bill de Blasio,/news-source/bill-de-blasio-media-bias,Lean Left,-2.0
Bipartisan Policy Center,/news-source/bipartisan-policy-center-media-bias-0,Center,0.0
Billy Binion,/news-source/billy-binion,Center,0.0
Black Agenda Report,/news-source/black-agenda-report-media-bias,Left,-4.0
Bizpac Review,/news-source/bizpac-review-media-bias,Right,4.0
Black Enterprise,/news-source/black-enterprise-media-bias,Lean Left,-2.0
Black Community News,/news-source/black-community-news-media-bias,Right,4.0
Black News Channel,/news-source/black-news-channel-media-bias,Lean Left,-2.0
Black News,/news-source/black-news-media-bias,Left,-4.0
Blavity,/news-source/blavity-media-bias,Left,-4.0
Block Club Chicago,/news-source/book-club-chicago-media-bias,Left,-4.0
Blue Virginia,/news-source/blue-virginia,Left,-4.0
Bloomberg,/news-source/bloomberg-media-bias,Lean Left,-2.4
Bob Barr,/news-source/bob-barr-media-bias,Right,4.5
Bluefield Daily Telegraph,/news-source/bluefield-daily-telegraph-media-bias,Center,0.0
Boing Boing,/news-source/boing-boing,Left,-4.0
Bob Gorrell (cartoonist),/news-source/bob-gorrell-cartoonist,Right,4.5
Bonner County Daily Bee,/news-source/bonner-county-daily-bee-media-bias,Center,0.0
Bolts,/news-source/bolts-media-bias,Left,-4.5
Boston Herald,/news-source/boston-herald-media-bias,Lean Right,2.0
Bonnie Kristian,/news-source/bonnie-kristian-media-bias,Center,0.0
Bowling Green Daily News,/news-source/bowling-green-daily-news,Lean Left,-2.0
Boston Review,/news-source/boston-review-media-bias,Lean Left,-2.0
Bozeman Daily Chronicle,/news-source/bozeman-daily-chronicle-media-bias,Center,0.0
Box Elder News Journal,/news-source/box-elder-news-journal-media-bias,Center,0.0
Brad Polumbo,/news-source/brad-polumbo-media-bias,Lean Right,2.0
Brad Parscale,/news-source/brad-parscale-media-bias,Right,4.5
Brandon Rennels,/news-source/brandon-rennels-media-bias,Lean Left,-2.0
Brad Raffensperger,/news-source/brad-raffensperger-media-bias,Lean Right,2.0
Breitbart News,/news-source/breitbart,Right,5.0
Breitbart Fact Check,/news-source/breitbart-fact-check-media-bias,Right,5.0
Brent Bozell,/news-source/brent-bozell,Right,4.5
Brennan Center for Justice,/news-source/brennan-center-justice-media-bias,Lean Left,-2.0
Bridge Alliance,/news-source/bridge-alliance-media-bias,Lean Left,-2.0
Bret Stephens,/news-source/bret-stephens,Lean Right,2.0
Bridgemi.com,/news-source/bridgemicom-media-bias,Center,0.0
Brookings Institution,/news-source/brookings-institute,Center,0.0
Bridging Divides Initiative,/news-source/bridging-divides-initiative-media-bias,Center,0.0
Brownstone Institute,/news-source/brownstone-institute-media-bias,Right,4.0
Brown Girl Magazine,/news-source/brown-girl-magazine-media-bias,Left,-4.0
Bruce Yandle,/news-source/bruce-yandle-media-bias,Center,0.0
Bruce Golding,/news-source/bruce-golding-media-bias,Lean Right,2.0
Burlington County Times,/news-source/burlington-county-times-media-bias,Center,0.0
Brush News-Tribune,/news-source/brush-news-tribune-media-bias,Center,0.0
Bustle,/news-source/bustle,Lean Left,-2.0
Burlington Free Press,/news-source/burlington-free-press-media-bias,Center,0.0
Byron Donalds,/news-source/byron-donalds-media-bias,Lean Right,2.0
BuzzFeed News,/news-source/buzzfeed-media-bias,Left,-4.0
Byron York,/news-source/byron-york-media-bias,Right,4.5
Cal Thomas,/news-source/cal-thomas-media-bias,Right,4.5
C-SPAN,/news-source/c-span,Center,0.0
CalMatters,/news-source/calmatters,Center,0.0
Caleb Paxton,/news-source/caleb-paxton-media-bias,Lean Right,2.0
Cambria Findley-Grubb,/news-source/cambria-findley-grubb-media-bias,Left,-4.5
CalWatchdog,/news-source/calwatchdog,Center,0.0
Candace Owens,/news-source/candace-owens-media-bias,Right,4.5
Cape Cod Times,/news-source/cape-cod-times-media-bias,Center,0.0
Capital & Main,/news-source/capital-main-media-bias,Lean Left,-2.0
Cape Gazette,/news-source/cape-gazette-media-bias,Center,0.0
Capitol Weekly,/news-source/capitol-weekly-media-bias-0,Center,0.0
Capital Research Center,/news-source/capital-research-center-media-bias,Lean Right,2.0
Carlsbad Current-Argus,/news-source/carlsbad-current-argus-media-bias,Center,0.0
Care2,/news-source/care-2,Left,-5.0
Carriage Towne News,/news-source/carriage-towne-news,Center,0.0
Carnegie Endowment for International Peace,/news-source/carnegie-endowment-international-peace,Center,0.0
Carrie Severino,/news-source/carrie-severino-media-bias,Lean Right,2.0
Carrie Lukas,/news-source/carrie-lukas,Right,4.5
Catholic Digest,/news-source/catholic-digest-media-bias,Lean Right,2.0
Casper Star-Tribune,/news-source/casper-star-tribune-media-bias,Center,0.0
Catholic News Service,/news-source/catholic-news-service-media-bias,Center,0.3
Catholic News Agency,/news-source/catholic-news-agency-media-bias,Right,4.0
Cato Institute,/news-source/cato-institute,Lean Right,2.0
Cathy Young,/news-source/cathy-young-media-bias,Lean Right,2.0
CBN,/news-source/cbn,Right,4.0
CBC News,/news-source/cbc-news-media-bias,Lean Left,-2.0
Cecil Whig,/news-source/cecil-whig-media-bias,Center,0.0
CBS News (Online),/news-source/cbs-news-media-bias,Lean Left,-1.5
Center for Countering Digital Hate,/news-source/center-countering-digital-hate-media-bias,Left,-4.5
Center For American Progress,/news-source/center-american-progress,Lean Left,-2.0
Center for Media & Democracy PR Watch,/news-source/center-media-democracy-pr-watch,Lean Left,-2.0
Center for Humane Technology,/news-source/center-humane-technology-media-bias,Center,0.0
Center for Strategic and Budgetary Assessments,/news-source/cent-strategic-and-budgetary-assessments,Lean Right,2.0
Center for Public Integrity,/news-source/center-public-integrity,Lean Left,-2.0
Center Post Dispatch,/news-source/center-post-dispatch-media-bias,Center,0.0
Center on Budget and Policy Priorities,/news-source/center-budget-and-policy-priorities-0,Left,-4.5
Chadwick Moore,/news-source/chadwick-moore-media-bias,Right,4.5
Centre View,/news-source/centre-view,Lean Left,-2.0
Chan Lowe (cartoonist),/news-source/chan-lowe-cartoonist,Left,-4.5
Chalkbeat,/news-source/chalkbeat-media-bias,Center,0.0
Charles Blow,/news-source/charles-blow,Lean Left,-2.0
Charisma Magazine,/news-source/charisma-magazine-media-bias,Right,4.0
Charles Fried,/news-source/charles-fried-media-bias,Center,0.0
Charles C. W. Cooke,/news-source/charles-c-cooke-media-bias,Right,4.5
Charles Lane,/news-source/charles-lane-media-bias,Center,0.0
Charles Krauthammer,/news-source/charles-krauthammer,Lean Right,2.0
Charlie Kirk,/news-source/charlie-kirk-media-bias,Right,4.5
Charleston City Paper,/news-source/charleston-city-paper-media-bias,Center,0.0
Check Your Fact,/news-source/check-your-fact-media-bias,Center,0.0
Chattanooga Times Free Press,/news-source/chattanooga-times-free-press-media-bias,Center,0.0
Chicago Crusader,/news-source/chicago-crusader-media-bias,Left,-4.0
Chicago Sun-Times,/news-source/chicago-sun-times,Lean Left,-2.0
Chicago Defender,/news-source/chicago-defender-media-bias,Left,-4.0
Children’s Defense Fund,/news-source/childrens-defense-fund,Left,-4.5
Chicago Tribune,/news-source/chicago-tribune,Center,0.0
Chip Bok (cartoonist),/news-source/chip-bok-cartoonist,Right,4.5
Chris Britt (cartoonist),/news-source/chris-britt-cartoonist,Center,0.0
Chris Ruddy,/news-source/chris-ruddy,Right,4.5
Chris Cillizza,/news-source/chris-cillizza-media-bias,Lean Left,-2.0
Christian Coalition of America,/news-source/christian-coalition-america-media-bias,Lean Right,2.0
Chris Wallace,/news-source/chris-wallace-media-bias,Center,0.0
Christian News Network,/news-source/christian-news-network-media-bias,Right,4.0
Christian Headlines,/news-source/christian-headlines-media-bias,Center,0.0
Christian Science Monitor,/news-source/christian-science-monitor,Center,-0.3
Christian News Now,/news-source/christian-news-now-media-bias,Lean Right,2.0
Christianity Today,/news-source/christianity-today-media-bias,Lean Right,2.0
Christiane Amanpour,/news-source/christiane-amanpour,Lean Left,-2.0
Christopher Buskirk,/news-source/christopher-buskirk-media-bias,Lean Right,2.0
Christopher Barnard,/news-source/christopher-barnard-media-bias,Lean Right,2.0
Church Militant,/news-source/church-militant-media-bias,Right,4.0
Chuck Asay (cartoonist),/news-source/chuck-asay-cartoonist,Right,4.5
Cincinnati Enquirer,/news-source/cincinnati-enquirer-media-bias,Center,0.0
ChurchLeaders.com,/news-source/churchleaderscom-media-bias,Center,0.0
Civic Genius,/news-source/civic-genius-media-bias,Center,0.0
City Journal,/news-source/city-journal-media-bias,Right,4.0
Civil Squared,/news-source/civil-squared-media-bias,Lean Left,-2.0
Civic Health Project,/news-source/civic-health-project-media-bias,Center,0.0
Claire-Laure Belt,/news-source/claire-laure-belt-media-bias,Center,0.0
CivilPolitics.org,/news-source/civilpoliticsorg,Center,0.0
Clare Ashcraft,/news-source/clare-ashcraft-media-bias,Center,0.0
Clara Nevins,/news-source/clara-nevins-media-bias,Lean Left,-2.0
Clay Bennett (cartoonist),/news-source/clay-bennett-cartoonist,Left,-4.5
Clarksdale Press Register,/news-source/clarksdale-press-register-media-bias,Center,0.0
Clinton Herald,/news-source/clinton-herald-media-bias,Center,0.0
Cleveland Plain Dealer,/news-source/cleveland-plain-dealer-media-bias,Center,0.0
CNET,/news-source/cnet,Center,0.0
CNBC,/news-source/cnbc,Center,-0.9
CNN (Opinion),/news-source/cnn-editorial,Left,-4.0
CNN (Online News),/news-source/cnn-media-bias,Lean Left,-2.0
CNN Fact Check,/news-source/facts-first-cnn-media-bias,Left,-4.0
CNN Business,/news-source/cnn-business-media-bias,Lean Left,-2.0
Cody Enterprise,/news-source/cody-enterprise-media-bias,Center,0.0
CNSNews.com,/news-source/cnsnewscom,Right,4.0
CoinDesk,/news-source/coindesk-media-bias,Center,0.0
Coffee Party USA,/news-source/coffee-party-usa-media-bias,Center,0.0
Columbia Daily Tribune,/news-source/columbia-daily-tribune-media-bias,Center,0.0
Colorado Springs Gazette,/news-source/colorado-springs-gazette,Center,0.0
Columbia Missourian,/news-source/columbia-missourian-media-bias,Center,0.0
Columbia Journalism Review,/news-source/columbia-journalism-review,Center,0.0
Commerce City Sentinel Express,/news-source/commerce-city-sentinel-express-media-bias,Center,0.0
Commentary Magazine,/news-source/commentary-magazine-media-bias,Right,4.0
Common Dreams,/news-source/common-dreams-media-bias,Left,-4.0
Committee to Protect Journalists,/news-source/committee-protect-journalists-media-bias,Center,0.0
Complex,/news-source/complex-media-bias,Center,0.0
Common Ground Committee,/news-source/common-ground-committee-media-bias,Center,0.0
Concord Monitor,/news-source/concord-monitor,Center,0.0
Connecticut Post,/news-source/connecticut-post-media-bias,Center,0.0
Conservative HQ,/news-source/conservative-hq,Right,4.0
Conor Friedersdorf,/news-source/conor-friedersdorf-media-bias,Center,0.0
Cook Report,/news-source/cook-report,Center,0.0
ContraPoints (Natalie Wynn),/news-source/contrapoints-natalie-wynn-media-bias,Left,-4.5
Corvallis Gazette-Times,/news-source/corvallis-gazette-times-media-bias,Center,0.0
Corinna Cohn,/news-source/corinna-cohn-media-bias,Center,0.0
Countable,/news-source/countable-media-bias,Center,0.0
Council on Foreign Relations,/news-source/council-foreign-relations,Left,-4.5
Counter Currents,/news-source/counter-currents,Lean Left,-2.0
Cowboy State Daily,/news-source/cowboy-state-daily-media-bias,Lean Right,2.0
Courier-Post,/news-source/courier-post-media-bias,Center,0.0
Crunchbase News,/news-source/crunchbase-news-media-bias,Center,0.0
CrowdPAC,/news-source/crowdpac,Center,0.0
Cumberland Times-News,/news-source/cumberland-times-news-media-bias,Center,0.0
CU Independent,/news-source/cu-independent,Center,0.0
Daily Beast,/news-source/daily-beast-media-bias,Left,-4.1
Current Affairs,/news-source/current-affairs-media-bias,Left,-4.0
Daily Cardinal,/news-source/daily-cardinal,Center,0.0
Daily Breeze,/news-source/daily-breeze-media-bias,Center,0.0
Daily Citizen,/news-source/daily-citizen-media-bias,Right,4.0
Daily Chela,/news-source/daily-chela-media-bias,Left,-4.0
Daily Journal,/news-source/daily-journal-media-bias,Center,0.0
Daily Corinthian,/news-source/daily-corinthian-media-bias,Center,0.0
Daily Mail,/news-source/daily-mail,Right,4.0
Daily Kos,/news-source/daily-kos,Left,-4.0
Daily News-Record,/news-source/daily-news-record-media-bias,Center,0.0
Daily Memphian,/news-source/daily-memphian-media-bias,Center,0.0
Daily Northwestern,/news-source/daily-northwestern,Lean Left,-2.0
Daily Norseman,/news-source/daily-norseman-media-bias,Center,0.0
Daily Progress,/news-source/daily-progress,Center,0.0
Daily Press,/news-source/daily-press,Lean Right,2.0
DailyTrib.com,/news-source/dailytribcom-media-bias,Center,0.0
Daily Targum,/news-source/daily-targum,Lean Left,-2.0
Dan Lucas,/news-source/dan-lucas,Right,4.5
Damon Linker,/news-source/damon-linker,Lean Left,-2.0
Dan Meuser,/news-source/dan-meuser-media-bias,Right,4.5
Dan McLaughlin,/news-source/dan-mclaughlin-media-bias,Right,4.5
Dan Wasserman (cartoonist),/news-source/dan-wasserman-cartoonist,Left,-4.5
Dan Schnur,/news-source/dan-schnur-media-bias,Center,0.0
Dana Summers (cartoonist),/news-source/dana-summers-cartoonist,Lean Right,2.0
Dana Milbank,/news-source/dana-milbank,Left,-4.5
Daryl Davis,/news-source/daryl-davis-media-bias,Center,0.0
Darvio Morrow,/news-source/darvio-morrow-media-bias,Lean Right,2.0
Dave Yost,/news-source/dave-yost-media-bias,Lean Right,2.0
Data for Progress,/news-source/data-progress-media-bias,Left,-4.5
David Brooks,/news-source/david-brooks,Lean Right,2.0
David Axelrod,/news-source/david-axelrod-media-bias,Lean Left,-2.0
David French,/news-source/david-french-media-bias,Lean Right,2.0
David Frum,/news-source/david-frum-media-bias,Lean Right,2.0
David Holmes,/news-source/david-holmes,Lean Left,-2.0
David Harsanyi,/news-source/david-harsanyi-media-bias,Right,4.5
David Leonhardt,/news-source/david-leonhardt,Lean Left,-2.0
David Ignatius,/news-source/david-ignatius,Center,0.0
David Meyers,/news-source/david-meyers-media-bias,Center,0.0
David Marcus,/news-source/david-marcus-media-bias,Right,4.5
David Petraeus,/news-source/david-petraeus-media-bias,Center,0.0
David Nevins,/news-source/david-nevins-media-bias,Center,0.0
Dayton Daily News,/news-source/dayton-daily-news-media-bias,Center,0.0
David Rothkopf,/news-source/david-rothkopf-media-bias,Lean Left,-2.0
Deadline,/news-source/deadline-media-bias,Center,0.0
DCist,/news-source/dcist-media-bias,Center,0.0
Debra Saunders,/news-source/debra-saunders,Right,4.5
Debilyn Molineaux,/news-source/debilyn-molineaux-media-bias,Lean Left,-2.0
Delaware State News,/news-source/delaware-state-news-media-bias,Center,0.0
Defense One,/news-source/defense-one-media-bias,Center,0.0
Democracy Now!,/news-source/democracy-now,Left,-4.0
Delta Democrat Times,/news-source/delta-democrat-times-media-bias,Center,0.0
Democratic Party,/news-source/democratic-party,Lean Left,-2.0
Democrat and Chronicle,/news-source/democrat-and-chronicle-media-bias,Center,0.0
Derry News,/news-source/derry-news,Center,0.0
Dennis Prager,/news-source/dennis-prager-media-bias,Right,4.5
Deseret News,/news-source/deseret-news,Center,0.9
Des Moines Register,/news-source/desmoines-register,Center,0.0
DeSmog,/news-source/desmog-media-bias,Lean Left,-2.0
Desiring God,/news-source/desiring-god-media-bias,Lean Right,2.0
Detroit Free Press,/news-source/detroit-free-press,Lean Left,-2.0
DetectFakeNews.com,/news-source/detectfakenewscom-media-bias,Center,0.0
Detroit News,/news-source/detroit-news,Center,0.0
Detroit Lakes Tribune,/news-source/detroit-lakes-tribune-media-bias,Center,0.0
Diamond and Silk,/news-source/diamond-and-silk-media-bias,Right,4.5
Deutsche Welle,/news-source/deutsche-welle-media-bias,Center,0.0
Dick Locher (cartoonist),/news-source/dick-locher-cartoonist,Right,4.5
Diplomatic Courier,/news-source/diplomatic-courier,Center,0.0
Dick Morris,/news-source/dick-morris,Lean Right,2.0
DiversityInc,/news-source/diversityinc-media-bias,Lean Left,-2.0
Dominic Pino,/news-source/dominic-pino-media-bias,Lean Right,2.0
Dr. Abdul El-Sayed,/news-source/dr-abdul-el-sayed-media-bias,Left,-4.5
Douglas Murray,/news-source/douglas-murray-media-bias,Lean Right,2.0
Drew Litton (cartoonist),/news-source/drew-litton-cartoonist,Center,0.0
Dr. Ben Carson,/news-source/dr-ben-carson-media-bias,Lean Right,2.0
Drudge Report,/news-source/drudge-report,Lean Right,2.0
Drew Sheneman (cartoonist),/news-source/drew-sheneman-cartoonist,Left,-4.5
Dylan Rose,/news-source/dylan-rose-media-bias,Center,0.0
Duke Chronicle,/news-source/duke-chronicle,Center,0.0
E J Dionne,/news-source/e-j-dionne,Left,-4.5
E.J. Antoni,/news-source/ej-antoni-media-bias,Lean Right,2.0
East Oregonian,/news-source/east-oregonian-media-bias,Center,0.0
East Bay Times,/news-source/east-bay-times,Lean Left,-2.0
Economic Policy Institute,/news-source/economic-policy-institute,Left,-4.5
Ebony,/news-source/ebony-media-bias,Left,-4.0
Ed Rogers,/news-source/ed-rogers,Right,4.5
Ed Kilgore,/news-source/ed-kilgore-media-bias,Lean Left,-2.0
Eddie Scarry,/news-source/eddie-scarry-media-bias,Right,4.5
Ed Yong,/news-source/ed-yong-media-bias,Center,0.0
Education Week,/news-source/education-week,Center,0.0
Eden Prairie Local News,/news-source/eden-prairie-local-news-media-bias,Center,0.0
Edward Morrissey,/news-source/edward-morrissey,Right,4.5
EdVotes.org,/news-source/edvotesorg,Left,-4.5
Eli Pariser,/news-source/eli-parser-media-bias,Left,-4.5
El Paso Times,/news-source/el-paso-times-media-bias,Center,0.0
Elie Mystal,/news-source/elie-mystal-media-bias,Left,-4.5
Eli Steinberg,/news-source/eli-steinberg-media-bias,Center,0.0
Elle Magazine,/news-source/elle-magazine-media-bias,Lean Left,-2.0
Elizabeth Bruenig,/news-source/elizabeth-bruenig-media-bias,Left,-4.5
Emily Oster,/news-source/emily-oster-media-bias,Center,0.0
Elvia Díaz,/news-source/elvia-d-az-media-bias,Left,-4.5
Environmental Defense Fund,/news-source/environmental-defense-fund,Lean Left,-2.0
Emporia Gazette,/news-source/emporia-gazette-media-bias,Center,0.0
Eric Boehm,/news-source/eric-boehm-media-bias,Lean Right,2.0
Eric Allie (cartoonist),/news-source/eric-allie-cartoonist,Right,4.5
Erie Gay News,/news-source/erie-gay-news-media-bias,Lean Left,-2.0
Eric Holder,/news-source/eric-holder-media-bias,Lean Left,-2.0
Erraticus,/news-source/erraticus-media-bias,Center,0.0
Erik Wemple,/news-source/erik-wemple,Center,0.0
Esquire,/news-source/esquire,Left,-4.0
ESPN.com,/news-source/espn,Lean Left,-2.0
Ethan Horowitz,/news-source/ethan-horowitz-media-bias,Lean Right,2.0
Estes Park Trail Gazette,/news-source/estes-park-trail-gazette,Center,0.0
Eurek Alert,/news-source/eurek-alert,Center,0.0
